nid,company_uid,title,date,Salary,City,jobtype,experience,preferred_gender,preferred_nationality,preferred_languages
3438,153848,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/2/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,,,
3437,90463,"Marketing Manager - relocation to Dubai, United Arab Emirates",5/28/2019,3000,dubai,fulltime,,,,
3436,63256,"Chef - relocation to Dubai, United Arab Emirates",5/28/2019,1580,Jeddah Saudi Arabia,fulltime, 4 years,Male,,
3435,63256,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/28/2019,1270,Jeddah Saudi Arabia,fulltime,2 years,Male/Female,,Arabic
3433,117945,"Bar Back - relocation to Dubai, United Arab Emirates",5/28/2019,1000,Dubai - United Arab Emirates,fulltime,1 year,,,
3432,117945,"Marketing Coordinator - relocation to Dubai, United Arab Emirates",5/28/2019,2000,Dubai - United Arab Emirates,fulltime,,Female,,
3431,63119,"Host/Hostess - relocation to Dubai, United Arab Emirates",5/28/2019,0,Dubai - United Arab Emirates,fulltime,,Female,,
3424,152837,"Sales Manager - relocation to Dubai, United Arab Emirates",5/25/2019,2000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
3423,152796,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",5/24/2019,1200,Dubai - United Arab Emirates,fulltime,,,,
3420,90463,"Sales Manager - relocation to Dubai, United Arab Emirates",5/23/2019,2000,dubai ,fulltime,,,,
3418,106948,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/23/2019,1500,Dubai - United Arab Emirates,fulltime,5+ years,,,
3417,106948,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/23/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3416,106547,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/22/2019,381,Dubai - United Arab Emirates,fulltime,,Male/Female,,English
3414,152253,"Entertainment Director - relocation to Dubai, United Arab Emirates",5/20/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,Male,,"English, Russian"
3413,152170,"Personal Assistant - relocation to Dubai, United Arab Emirates",5/19/2019,28000,"Bristol, United Kingdom",fulltime,1 year,Female,,English
3412,99031,"Fitness Trainer - relocation to Dubai, United Arab Emirates",5/19/2019,1500,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
3411,63256,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/19/2019,815,Dubai - United Arab Emirates,fulltime,2 years,,,Arabic
3410,150564,"Restaurant Manager - relocation to Dubai, United Arab Emirates",5/18/2019,4000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3409,63119,"Runner / Commis - relocation to Dubai, United Arab Emirates",5/18/2019,1000,Dubai - United Arab Emirates,fulltime,,,,
3407,90463,"Host/Hostess - relocation to Dubai, United Arab Emirates",5/16/2019,1800,Dubai - United Arab Emirates,fulltime,,Female,,
3406,90676,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/16/2019,630,"Doha, Qatar",fulltime,2 years,Female,,English
3405,90676,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/16/2019,230,"Manama, Bahrain",fulltime,1 year,Female,,English
3404,66287,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/16/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,,,English
3403,66287,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",5/16/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,,,English
3401,150564,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/15/2019,1000,Dubai - United Arab Emirates,fulltime,1 year,Female,,"Arabic, English"
3400,151433,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/13/2019,1400,"Beirut, Lebanon",both,,,,
3396,151368,"Housekeeping - relocation to Dubai, United Arab Emirates",5/13/2019,700,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3395,86665,"Marketing Manager - relocation to Dubai, United Arab Emirates",5/12/2019,2500,Dubai - United Arab Emirates,fulltime,3 years,,,
3394,31887,"Reservations Manager - relocation to Dubai, United Arab Emirates",5/12/2019,2200,Dubai - United Arab Emirates,fulltime,2 years,,,English
3393,31887,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/12/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,,,English
3392,151322,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/12/2019,650,Muscat ,fulltime,,,,
3391,123486,"Chef - relocation to Dubai, United Arab Emirates",5/11/2019,2000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
3390,147329,"Operations Manager - relocation to Dubai, United Arab Emirates",5/11/2019,2300,Dubai - United Arab Emirates,fulltime,2 years,,,
3389,31887,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/10/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,Female,,
3388,31887,"Administrations - relocation to Dubai, United Arab Emirates",5/9/2019,2000,Dubai - United Arab Emirates,fulltime,,,,
3386,31913,"Customer Service - relocation to Dubai, United Arab Emirates",5/8/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3385,147329,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/8/2019,800,Dubai - United Arab Emirates,fulltime,1 year,Female,,
3384,150838,"Receptionist - relocation to Dubai, United Arab Emirates",5/7/2019,1500,Dubai - United Arab Emirates,fulltime,,Male/Female,,"Arabic, English"
3383,150639,"Host/Hostess - relocation to Dubai, United Arab Emirates",5/6/2019,2000,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
3382,86665,"Club Manager - relocation to Dubai, United Arab Emirates",5/5/2019,3000,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
3381,138740,"General Manager - relocation to Dubai, United Arab Emirates",5/5/2019,3000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
3380,150564,"Host/Hostess - relocation to Dubai, United Arab Emirates",5/5/2019,1500,Dubai - United Arab Emirates,fulltime,,Female,,"Arabic, English"
3379,138740,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/5/2019,1500,Dubai - United Arab Emirates,fulltime, 4 years,Male/Female,,English
3377,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",5/4/2019,1500,Dubai - United Arab Emirates,fulltime,,Female,,
3375,150204,"Marketing Executive - relocation to Dubai, United Arab Emirates",5/3/2019,2000,Dubai - United Arab Emirates,fulltime,,Female,,
3374,31896,"Bar Manager - relocation to Dubai, United Arab Emirates",5/3/2019,500,"Barcelona, Spain",parttime,,,,
3372,31938,"Sous Chef - relocation to Dubai, United Arab Emirates",5/2/2019,5335,Jeddah Saudi Arabia,fulltime,5+ years,Male/Female,,"English, French, Greek, Italian"
3371,31938,"Host/Hostess - relocation to Dubai, United Arab Emirates",5/2/2019,2667,Jeddah Saudi Arabia,fulltime,,Female,,"English, French, Greek, Italian"
3370,31938,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",5/2/2019,3200,Jeddah Saudi Arabia,fulltime,2 years,Male/Female,,
3369,31938,"Floor Supervisor - relocation to Dubai, United Arab Emirates",5/2/2019,4000,Jeddah Saudi Arabia,fulltime,2 years,Male/Female,,"Arabic, French, German, Greek, Italian, Spanish"
3367,150066,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/1/2019,1400,"Cala d'Or, Spain",fulltime,1 year,Male/Female,,English
3365,138740,"Intern - relocation to Dubai, United Arab Emirates",4/29/2019,3000,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
3364,66287,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",4/28/2019,2000,Dubai - United Arab Emirates,fulltime,,,,English
3361,148676,"Host/Hostess - relocation to Dubai, United Arab Emirates",4/25/2019,1714,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3358,148869,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/22/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3357,148869,"Host/Hostess - relocation to Dubai, United Arab Emirates",4/22/2019,0,Dubai - United Arab Emirates,fulltime,,Female,,
3356,148869,"Sommelier - relocation to Dubai, United Arab Emirates",4/22/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3355,148747,"Host/Hostess - relocation to Dubai, United Arab Emirates",4/22/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English, French, Spanish"
3354,148676,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",4/22/2019,1150,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3353,148676,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/22/2019,1400,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3351,138740,"Restaurant Manager - relocation to Dubai, United Arab Emirates",4/22/2019,3000,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
3350,148590,"Sales - relocation to Dubai, United Arab Emirates",4/22/2019,0,"Ibiza, Spain",both,1 year,Male/Female,,"Dutch, English, French, German, Italian"
3349,145677,"Bar Manager - relocation to Dubai, United Arab Emirates",4/21/2019,0,"Cairo, Egypt",fulltime,3 years,Male/Female,,"Arabic, English"
3348,148131,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/21/2019,1500,Dubai - United Arab Emirates,fulltime,,Female,,
3347,129367,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/21/2019,1600,Dubai - United Arab Emirates,fulltime,,Female,,
3346,129367,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",4/21/2019,1700,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3345,71249,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/21/2019,1500,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,
3344,148372,"Host/Hostess - relocation to Dubai, United Arab Emirates",4/20/2019,2000,Dubai - United Arab Emirates,fulltime,,,,
3342,147329,"Chef - relocation to Dubai, United Arab Emirates",4/19/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,,,
3334,148131,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/18/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,,,English
3332,147774,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/16/2019,1100,Dubai - United Arab Emirates,fulltime,,,,
3331,147853,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/16/2019,800,Dubai - United Arab Emirates,fulltime,,,,
3330,147788,"Administrations - relocation to Dubai, United Arab Emirates",4/15/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English, French"
3320,147632,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",4/14/2019,675,Abu Dhabi - United Arab Emirates,fulltime,2 years,Female,,English
3319,147595,"Real Estate Sales Executive - relocation to Dubai, United Arab Emirates",4/14/2019,1900,Dubai - United Arab Emirates,fulltime,,,,
3318,147595,"Host/Hostess - relocation to Dubai, United Arab Emirates",4/14/2019,1900,Dubai - United Arab Emirates,fulltime,1 year,,,
3317,147595,"Promoter - relocation to Dubai, United Arab Emirates",4/14/2019,1900,Dubai - United Arab Emirates,fulltime,1 year,,,
3315,147508,"Personal Assistant - relocation to Dubai, United Arab Emirates",4/13/2019,5000,Riyadh Saudi Arabia,fulltime,3 years,Female,,"Arabic, English, English"
3314,147481,"Host/Hostess - relocation to Dubai, United Arab Emirates",4/13/2019,700,Dubai - United Arab Emirates,fulltime,,Female,,"English, English"
3313,31887,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/13/2019,700,Dubai - United Arab Emirates,fulltime,1 year,Female,,"English, English"
3312,147329,"Floor Manager - relocation to Dubai, United Arab Emirates",4/12/2019,2300,Dubai - United Arab Emirates,fulltime,2 years,,,
3311,62652,"Sales Manager - relocation to Dubai, United Arab Emirates",4/11/2019,4000,Dubai,fulltime,2 years,Male/Female,,Russian
3310,31908,"Promoter - relocation to Dubai, United Arab Emirates",4/10/2019,2200,dubai,fulltime,2 years,Female,,English
3309,147107,"Restaurant Manager - relocation to Dubai, United Arab Emirates",4/10/2019,3500,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3308,146435,"Chef - relocation to Dubai, United Arab Emirates",4/10/2019,2000,"Ibiza, Spain",fulltime,5+ years,,,"English, Spanish"
3307,62652,"Guest Relations Manager - relocation to Dubai, United Arab Emirates",4/10/2019,3500,Dubai - United Arab Emirates,fulltime,2 years,Female,,"English, French, German, Italian, Portuguese, International, Russian, Spanish"
3306,146969,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/9/2019,2050,Dubai - United Arab Emirates,fulltime,,,,
3305,146969,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/9/2019,2050,"Dubai, JBR",fulltime,,,,
3303,138740,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/9/2019,1500,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
3301,138740,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/8/2019,1500,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"English, English"
3300,94581,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",4/7/2019,0,Dubai - United Arab Emirates,both,2 years,Male,,"Arabic, Russian"
3299,146564,"Housekeeping - relocation to Dubai, United Arab Emirates",4/6/2019,2500,Riyadh Saudi Arabia,fulltime, 4 years,Female,,English
3298,146435,"Chef - relocation to Dubai, United Arab Emirates",4/5/2019,12000,"Ibiza, Spain",both,3 years,,,English
3297,146435,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",4/5/2019,8500,"Ibiza, Spain",both,2 years,Female,,
3296,146435,"Bar Manager - relocation to Dubai, United Arab Emirates",4/4/2019,12000,"Ibiza, Spain ",both,2 years,Male/Female,,
3295,146392,"Barista - relocation to Dubai, United Arab Emirates",4/4/2019,800,Dubai - United Arab Emirates,fulltime,,Male/Female,,
3294,146392,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",4/4/2019,800,Dubai,fulltime,3 years,Male/Female,,
3293,146392,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/4/2019,800,Dubai - United Arab Emirates,fulltime,2 years,Female,,
3291,31908,"Host/Hostess - relocation to Dubai, United Arab Emirates",4/2/2019,1900,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3283,145506,"Chef - relocation to Dubai, United Arab Emirates",3/29/2019,1000,Abu Dhabi - United Arab Emirates,fulltime,5+ years,Male,,English
3282,100432,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",3/28/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,,,English
3280,74306,"Sales Manager - relocation to Dubai, United Arab Emirates",3/27/2019,40000,Abu Dhabi - United Arab Emirates,fulltime,,Male/Female,,"Arabic, English"
3279,74306,"Sales Manager - relocation to Dubai, United Arab Emirates",3/27/2019,40000,Dubai - United Arab Emirates,fulltime,,Male/Female,,"Arabic, English"
3278,74306,"Personal Assistant - relocation to Dubai, United Arab Emirates",3/27/2019,25000,Dubai - United Arab Emirates,fulltime,,Male/Female,,"Arabic, English"
3277,74306,"Receptionist - relocation to Dubai, United Arab Emirates",3/27/2019,15000,Dubai - United Arab Emirates,fulltime,,Female,,"Arabic, English"
3276,74306,"Customer Service - relocation to Dubai, United Arab Emirates",3/27/2019,12000,Dubai - United Arab Emirates,both,,Male/Female,,"Arabic, English"
3274,70828,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",3/25/2019,1700,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,
3273,94581,"Chef - relocation to Dubai, United Arab Emirates",3/24/2019,0,Dubai - United Arab Emirates,fulltime,2 years,Male,,"English, Hindi, Urdu"
3271,144668,"Host/Hostess - relocation to Dubai, United Arab Emirates",3/23/2019,500,Dubai - United Arab Emirates,parttime,5+ years,Female,,Swedish
3269,138740,"Barista - relocation to Dubai, United Arab Emirates",3/20/2019,1200,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,"English, English"
3268,138740,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",3/20/2019,1200,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"English, English"
3267,144142,"Chef - relocation to Dubai, United Arab Emirates",3/18/2019,871,Dubai - United Arab Emirates,fulltime,3 years,,,English
3266,63256,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",3/18/2019,1150,Dubai - United Arab Emirates,fulltime,,,,
3265,119953,"Floor Supervisor - relocation to Dubai, United Arab Emirates",3/17/2019,2450,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,"English, French, Spanish"
3264,119953,"Receptionist - relocation to Dubai, United Arab Emirates",3/17/2019,950,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"English, Spanish"
3263,119953,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",3/17/2019,950,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3262,119953,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",3/17/2019,950,Dubai - United Arab Emirates,fulltime,1 year,Female,,"English, French, Russian, Spanish, Ukrainian"
